COD_EMPRESA	HOJA CB	Numero Fila	BODEGA	CODIGO	Posponer BUF	Posponer RED	Posponer GDB	Proveedor	Perfil	Buff Min	Buff Max	PEDID Min	Redondeo Pedido Mínimo	PEDID Min Grupo	Unidad Empaque	Redondeo Unidad Empaque	Porc Aten	Impacto Faltante	Observaciones	Nuevo Buff Real	Buff Act	Ult Buffer	Buff Ant Estacion	Buff Estacional	Ingresos	Egresos	Calendario Estacional	Inicio Per	Fin Per	DUMMY_FIELD
1.90334E+11	CTJE.xlsm	434	BP-MATRIZ	06.021.0029				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				28	0						43280	43434	
1.90334E+11	CTJE.xlsm	435	BP-MATRIZ	06.021.0028	43333			243 - 	243-T24-F12			50	Clasificación		1	=	1				500	0						43249	43375	
1.90334E+11	CTJE.xlsm	436	BP-MATRIZ	06.021.0027				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				105	0						43280	43434	
1.90334E+11	CTJE.xlsm	437	BP-MATRIZ	06.021.0026				3552 - RI	3552 - T21-F8			1	clasificación		1	=	1				56	0						43280	43434	
1.90334E+11	CTJE.xlsm	438	BP-MATRIZ	06.021.0025	43305		43059	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				120	35						43307	43454	
1.90334E+11	CTJE.xlsm	439	BP-MATRIZ	06.021.0024	43333			243 - 	243-T24-F12			1	Clasificación		1	=	1				200	0						43249	43375	
1.90334E+11	CTJE.xlsm	440	BP-MATRIZ	06.021.0021	43305		43305	3557 - VA	3557 - T20-F8			20	Clasificación		1	=	1				245	105						43249	43396	
1.90334E+11	CTJE.xlsm	441	BP-MATRIZ	06.021.0020	43333			243 - 	243-T24-F12			50	Clasificación		1	=	1				230	220						43187	43313	
1.90334E+11	CTJE.xlsm	442	BP-MATRIZ	06.021.0019	43305		43109	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				125	38						43307	43454	
1.90334E+11	CTJE.xlsm	443	BP-MATRIZ	06.021.0018	43333		43333	243 - 	243-T24-F12			200	Clasificación		1	=	1				200	375						43187	43313	
1.90334E+11	CTJE.xlsm	444	BP-MATRIZ	06.021.0017	43333		43161	243 - 	243-T24-F12			300	Clasificación		1	=	1				615	610						43307	43433	
1.90334E+11	CTJE.xlsm	445	BP-MATRIZ	06.021.0016	43305		43109	3557 - VA	3557 - T20-F8			1	Clasificación		1	=	1				150	60						43307	43454	
1.90334E+11	CTJE.xlsm	446	BP-MATRIZ	06.021.0015	43333			243 - 	243-T24-F12			100	Clasificación		1	=	1				75	210						43187	43313	
1.90334E+11	CTJE.xlsm	447	BP-MATRIZ	06.021.0014	43333	42751	43161	243 - 	243-T24-F12			200	Clasificación		1	=	1				300	188						43249	43375	
1.90334E+11	CTJE.xlsm	448	BP-MATRIZ	06.021.0013	43333		43109	243 - 	243-T24-F12			80	Clasificación		1	=	1				225	160						43187	43313	
